Order,Family,Genus,Species,Name,C-value,Mbp,Method,Metamorphosis
Diptera,Drosophilidae,Scaptodrosophila,brooksae,Scaptodrosophila brooksae,0.28,273.84,FCM,Complete
Diptera,Sepsidae,Decachaetophora,aeneipes,Decachaetophora aeneipes,0.28,273.84,FCM,Complete
Hymenoptera,Apidae,Melipona,bicolor,Melipona bicolor,0.28,273.84,FCM,Complete
Hymenoptera,Apidae,Melipona,marginata,Melipona marginata,0.28,273.84,FCM,Complete
Hymenoptera,Apidae,Melipona,asilvaib,Melipona asilvaib,0.28,273.84,FCM,Complete
Hymenoptera,Formicidae,Crematogaster,hespera,Crematogaster hespera,0.28,273.84,FCM,Complete
Hymenoptera,Formicidae,Myrmecia,varians,Myrmecia varians,0.28,273.84,FCM,Complete
Hymenoptera,Formicidae,Pyramica,rostrata,Pyramica rostrata,0.28,273.84,FCM,Complete
Diptera,Drosophilidae,Drosophila,lucipennis,Drosophila lucipennis,0.28,274,,Complete
Diptera,Drosophilidae,Drosophila,lucipennis,Drosophila lucipennis,0.28,274.1,,Complete
Diptera,Drosophilidae,Drosophila,barbarae,Drosophila barbarae,0.29,279.2,,Complete
Coleoptera,Carabidae,Carabus,uenoi,Carabus uenoi,0.29,283.62,FCM,Complete
Coleoptera,Coccinellidae,Hippodamia,variagata,Hippodamia variagata,0.29,283.62,FIA,Complete
Coleoptera,Tenebrionidae,Asida,planipennis,Asida planipennis,0.29,283.62,FD,Complete
Coleoptera,Tenebrionidae,Elenophorus,collaris,Elenophorus collaris,0.29,283.62,FD,Complete
Diptera,Culicidae,Anopheles,freeborni,Anopheles freeborni,0.29,283.62,FD,Complete
Diptera,Drosophilidae,Chymomyza,pararufithorax,Chymomyza pararufithorax,0.29,283.62,FCM,Complete
Diptera,Sciaridae,Sciara,coprophila,Sciara coprophila,0.29,283.62,FD,Complete
Diptera,Sepsidae,Sepsis,lateralis,Sepsis lateralis,0.29,283.62,FCM,Complete
Hemiptera,Aphididae,Illinoia,sp.,Illinoia sp.,0.29,283.62,FD,Incomplete
Hymenoptera,Apidae,Melipona,asilvai,Melipona asilvai,0.29,283.62,FCM,Complete
Hymenoptera,Formicidae,Camponotus,crassus,Camponotus crassus,0.29,283.62,FCM,Complete
Hymenoptera,Formicidae,Camponotus,renggeri,Camponotus renggeri,0.29,283.62,FCM,Complete
Hymenoptera,Formicidae,Camponotus,rufipes,Camponotus rufipes,0.29,283.62,FCM,Complete
Hymenoptera,Formicidae,Liometopum,occidentale,Liometopum occidentale,0.29,283.62,FCM,Complete
Hymenoptera,Formicidae,Pogonomyrmex,coarctatus,Pogonomyrmex coarctatus,0.29,283.62,FCM,Complete
Hymenoptera,Formicidae,Pseudomyrmex,ejectus,Pseudomyrmex ejectus,0.29,283.62,FIA,Complete
Hymenoptera,Vespidae,Polistes,dominula,Polistes dominula,0.29,283.62,FCM,Complete
Lepidoptera,Nymphalidae,Danaus,plexippus,Danaus plexippus,0.29,283.62,FIA,Complete
Diptera,Drosophilidae,Drosophila,dunni,Drosophila dunni,0.29,286.1,,Complete
Diptera,Drosophilidae,Drosophila,guarani,Drosophila guarani,0.29,286.1,,Complete
Diptera,Drosophilidae,Drosophila,dunni,Drosophila dunni,0.29,287,,Complete
Diptera,Drosophilidae,Drosophila,barbarae,Drosophila barbarae,0.3,289.6,,Complete
Coleoptera,Scarabaeidae,Onthophagus,taurus,Onthophagus taurus,0.3,289.99,,Complete
Diptera,Drosophilidae,Drosophila,guarani,Drosophila guarani,0.3,291.3,,Complete
Coleoptera,Coccinellidae,Cycloneda,sanguinea,Cycloneda sanguinea,0.3,293.4,FIA,Complete
Coleoptera,Tenebrionidae,Paivaea,hispida,Paivaea hispida,0.3,293.4,FD,Complete
Coleoptera,Tenebrionidae,Tentyria,grossa,Tentyria grossa,0.3,293.4,FD,Complete
Diptera,Drosophilidae,Chymomyza,rufithorax,Chymomyza rufithorax,0.3,293.4,FCM,Complete
Diptera,Drosophilidae,Drosophila,adunca,Drosophila adunca,0.3,293.4,FCM,Complete
Diptera,Drosophilidae,Drosophila,pectinifera,Drosophila pectinifera,0.3,293.4,FCM,Complete
Diptera,Drosophilidae,Scaptomyza,flava,Scaptomyza flava,0.3,293.4,FCM,Complete
Diptera,Sepsidae,Perochaeta,dikowi,Perochaeta dikowi,0.3,293.4,FCM,Complete
Hymenoptera,Formicidae,Prenolepis,imparis,Prenolepis imparis,0.3,293.4,FCM,Complete
Hymenoptera,Megachilidae,Megachile,rotundata,Megachile rotundata,0.3,293.4,BCA,Complete
Hymenoptera,Vespidae,Eumenes,smithii,Eumenes smithii,0.3,293.4,FIA,Complete
Hymenoptera,Vespidae,Euodynerus,cf.,Euodynerus cf.,0.3,293.4,FIA,Complete
Lepidoptera,Nymphalidae,Heliconius,melpomene,Heliconius melpomene,0.3,293.4,FCM,Complete
Diptera,Drosophilidae,Drosophila,lacertosa,Drosophila lacertosa,0.3,298,,Complete
Diptera,Drosophilidae,Chymomyza,procnemis,Chymomyza procnemis,0.3,298.2,,Complete
Diptera,Drosophilidae,Drosophila,lacertosa,Drosophila lacertosa,0.31,303.1,,Complete
Coleoptera,Coccinellidae,Delphastus,catalinae,Delphastus catalinae,0.31,303.18,FIA,Complete
Coleoptera,Tenebrionidae,Akis,bacarozzo,Akis bacarozzo,0.31,303.18,FD,Complete
Diptera,Drosophilidae,Drosophila,equinoxialis,Drosophila equinoxialis,0.31,303.18,FCM,Complete
Diptera,Drosophilidae,Drosophila,immigrans,Drosophila immigrans,0.31,303.18,FCM,Complete
Diptera,Drosophilidae,Drosophila,miranda,Drosophila miranda,0.31,303.18,BCA,Complete
Diptera,Drosophilidae,Scaptodrosophila,stonei,Scaptodrosophila stonei,0.31,303.18,FCM,Complete
Diptera,Drosophilidae,Zaprionus,tuberculatus,Zaprionus tuberculatus,0.31,303.18,FCM,Complete
Diptera,Sciaridae,Bradysia,hygida,Bradysia hygida,0.31,303.18,FIA,Complete
Hemiptera,Aphididae,Acyrthosiphon,pisum,Acyrthosiphon pisum,0.31,303.18,FD,Incomplete
Hymenoptera,Formicidae,Atta,cephalotes,Atta cephalotes,0.31,303.18,FCM,Complete
Hymenoptera,Formicidae,Atta,columbica,Atta columbica,0.31,303.18,FCM,Complete
Hymenoptera,Formicidae,Camponotus,castaneus,Camponotus castaneus,0.31,303.18,FCM,Complete
Hymenoptera,Formicidae,Lasius,alienus,Lasius alienus,0.31,303.18,FCM,Complete
Hymenoptera,Formicidae,Myrmecina,americana,Myrmecina americana,0.31,303.18,FCM,Complete
Hymenoptera,Formicidae,Temnothorax,ambiguus,Temnothorax ambiguus,0.31,303.18,FCM,Complete
Hymenoptera,Vespidae,Polistes,dominula,Polistes dominula,0.31,303.18,FCM,Complete
Hymenoptera,Vespidae,Polistes,fuscatus,Polistes fuscatus,0.31,303.18,FIA,Complete
Lepidoptera,Drepanidae,Drepana,arcuata,Drepana arcuata,0.31,303.18,FIA,Complete
Coleoptera,Scarabaeidae,Onthophagus,taurus,Onthophagus taurus,0.31,304.23,,Complete
Diptera,Drosophilidae,Drosophila,lummei,Drosophila lummei,0.32,308.5,,Complete
Diptera,Drosophilidae,Drosophila,lummei,Drosophila lummei,0.32,312.7,,Complete
Coleoptera,Coccinellidae,Harmonia,dimidiata,Harmonia dimidiata,0.32,312.96,FIA,Complete
Coleoptera,Tenebrionidae,Nesotes,viridicollis,Nesotes viridicollis,0.32,312.96,FD,Complete
Coleoptera,Tenebrionidae,Pimelia,granulicollis,Pimelia granulicollis,0.32,312.96,FD,Complete
Diptera,Drosophilidae,Drosophila,suzukii,Drosophila suzukii,0.32,312.96,FCM,Complete
Diptera,Drosophilidae,Scaptodrosophila,latifasciaeformis,Scaptodrosophila latifasciaeformis,0.32,312.96,FCM,Complete
Diptera,Psychodidae,Clogmia,albipunctata,Clogmia albipunctata,0.32,312.96,FCM,Complete
Diptera,Psychodidae,Clogmia,albipunctata,Clogmia albipunctata,0.32,312.96,FCM,Complete
Diptera,Sepsidae,Sepsis,nitens,Sepsis nitens,0.32,312.96,FCM,Complete
Hemiptera,Aphididae,Myzus,persicae,Myzus persicae,0.32,312.96,FD,Incomplete
Hymenoptera,Apidae,Leurotrigona,muelleri,Leurotrigona muelleri,0.32,312.96,FCM,Complete
Hymenoptera,Formicidae,Mycetophylax,conformis,Mycetophylax conformis,0.32,312.96,FCM,Complete
Hymenoptera,Formicidae,Mycetophylax,morschi,Mycetophylax morschi,0.32,312.96,FCM,Complete
Hymenoptera,Formicidae,Temnothorax,texanus,Temnothorax texanus,0.32,312.96,FCM,Complete
Hymenoptera,Vespidae,Dolichovespula,arenaria,Dolichovespula arenaria,0.32,312.96,FCM,Complete
Lepidoptera,Geometridae,Xanthotype,sospeta,Xanthotype sospeta,0.32,312.96,FIA,Complete
Thysanoptera,Thripidae,Thrips,tabaci,Thrips tabaci,0.32,312.96,FCM,Incomplete
Coleoptera,Coccinellidae,Coccinella,septempunctata,Coccinella septempunctata,0.33,322.74,FIA,Complete
Diptera,Drosophilidae,Chymomyza,procnemis,Chymomyza procnemis,0.33,322.74,FCM,Complete
Diptera,Drosophilidae,Drosophila,americana,Drosophila americana,0.33,322.74,BCA,Complete
Diptera,Sepsidae,Allosepsis,sp.,Allosepsis sp.,0.33,322.74,FCM,Complete
Diptera,Sepsidae,Archisepsis,escalcarata,Archisepsis escalcarata,0.33,322.74,FCM,Complete
Hemiptera,Aphididae,Eriosoma,americanum,Eriosoma americanum,0.33,322.74,FD,Incomplete
Hemiptera,Aphididae,Myzus,nicotinae,Myzus nicotinae,0.33,322.74,FD,Incomplete
Hymenoptera,Formicidae,Camponotus,pennsylvanicus,Camponotus pennsylvanicus,0.33,322.74,FCM,Complete
Hymenoptera,Formicidae,Odontomachus,brunneus,Odontomachus brunneus,0.33,322.74,FIA,Complete
Hymenoptera,Formicidae,Pheidole,hyatti,Pheidole hyatti,0.33,322.74,FCM,Complete
Lepidoptera,Notodontidae,Nadata,gibbosa,Nadata gibbosa,0.33,322.74,FIA,Complete
Diptera,Drosophilidae,Drosophila,pallidipennis,Drosophila pallidipennis,0.33,325,,Complete
Diptera,Drosophilidae,Drosophila,pallidipennis,Drosophila pallidipennis,0.34,330.9,,Complete
Coleoptera,Carabidae,Carabus,blaptoides,Carabus blaptoides,0.34,332.52,FCM,Complete
Coleoptera,Coccinellidae,Anisosticta,bitriangularis,Anisosticta bitriangularis,0.34,332.52,FIA,Complete
Coleoptera,Coccinellidae,Harmonia,axyridis,Harmonia axyridis,0.34,332.52,FIA,Complete
Coleoptera,Tenebrionidae,Ammobius,rufus,Ammobius rufus,0.34,332.52,FD,Complete
Diptera,Drosophilidae,Drosophila,funebris,Drosophila funebris,0.34,332.52,FCM,Complete
Diptera,Drosophilidae,Drosophila,virilis,Drosophila virilis,0.34,332.52,FD,Complete
Diptera,Drosophilidae,Drosophila,virilis,Drosophila virilis,0.34,332.52,FCM,Complete
Diptera,Drosophilidae,Hirtodrosophila,duncani,Hirtodrosophila duncani,0.34,332.52,FCM,Complete
Diptera,Sepsidae,Archisepsis,armata,Archisepsis armata,0.34,332.52,FCM,Complete
Hymenoptera,Aphelinidae,Aphelinus,daucicola,Aphelinus daucicola,0.34,332.52,FCM,Complete
Hymenoptera,Aphelinidae,Aphelinus,varipes,Aphelinus varipes,0.34,332.52,FCM,Complete
Hymenoptera,Apidae,Bombus,bimaculatus,Bombus bimaculatus,0.34,332.52,FCM,Complete
Hymenoptera,Apidae,Melipona,mandacaia,Melipona mandacaia,0.34,332.52,FCM,Complete
Hymenoptera,Formicidae,Amblyopone,pallipes,Amblyopone pallipes,0.34,332.52,FCM,Complete
Hymenoptera,Pteromalidae,Nasonia,vitripennis,Nasonia vitripennis,0.34,332.52,FD,Complete
Lepidoptera,Drepanidae,Drepana,bilineata,Drepana bilineata,0.34,332.52,FIA,Complete
Lepidoptera,Geometridae,Semiothisa,bisignata,Semiothisa bisignata,0.34,332.52,FIA,Complete
Hymenoptera,Halictidae,Dufourea,novaeangliae,Dufourea novaeangliae,0.35,342,,Complete
Coleoptera,Anobiidae,Stegobium,paniceum,Stegobium paniceum,0.35,342.3,FCM,Complete
Coleoptera,Chrysomelidae,Chrysomela,populi,Chrysomela populi,0.35,342.3,FD,Complete
Coleoptera,Chrysomelidae,Cryptocephalus,pominorum,Cryptocephalus pominorum,0.35,342.3,FD,Complete
Coleoptera,Chrysomelidae,Gastrophysa,polygoni,Gastrophysa polygoni,0.35,342.3,FD,Complete
Coleoptera,Tenebrionidae,Melasmana,lineatum,Melasmana lineatum,0.35,342.3,FD,Complete
Coleoptera,Tenebrionidae,Pimelia,criba,Pimelia criba,0.35,342.3,FD,Complete
Coleoptera,Tenebrionidae,Pimelia,estevezi,Pimelia estevezi,0.35,342.3,FD,Complete
Diptera,Drosophilidae,Drosophila,suzukii,Drosophila suzukii,0.35,342.3,FCM,Complete
Hymenoptera,Apidae,Apis,mellifera,Apis mellifera,0.35,342.3,BCA,Complete
Hymenoptera,Apidae,Melipona,mandacaia,Melipona mandacaia,0.35,342.3,FCM,Complete
Hymenoptera,Crabronidae,Trypoxylon,politum,Trypoxylon politum,0.35,342.3,FIA,Complete
Hymenoptera,Formicidae,Pseudomyrmex,gracilis,Pseudomyrmex gracilis,0.35,342.3,"FCM, FIA",Complete
Thysanoptera,Aeolothripidae,Frankliniella,occidentalis,Frankliniella occidentalis,0.35,342.3,FCM,Incomplete
Coleoptera,Chrysomelidae,Xanthogaleruca,luteola,Xanthogaleruca luteola,0.36,352.08,FD,Complete
Coleoptera,Coccinellidae,Adalia,bipunctata,Adalia bipunctata,0.36,352.08,FIA,Complete
Coleoptera,Coccinellidae,Ceratomegilla,undecimnotata,Ceratomegilla undecimnotata,0.36,352.08,FIA,Complete
Coleoptera,Tenebrionidae,Misolampus,goudoti,Misolampus goudoti,0.36,352.08,FD,Complete
Diptera,Drosophilidae,Zaprionus,sepsoides,Zaprionus sepsoides,0.36,352.08,FCM,Complete
Hemiptera,Miridae,Cyrtorhinus,lividipennis,Cyrtorhinus lividipennis,0.36,352.08,FCM,Incomplete
Hymenoptera,Aphelinidae,Aphelinus,atriplicis,Aphelinus atriplicis,0.36,352.08,FCM,Complete
Hymenoptera,Aphelinidae,Aphelinus,kurdjumovi,Aphelinus kurdjumovi,0.36,352.08,FCM,Complete
Lepidoptera,Notodontidae,Gluphisia,septentrionis,Gluphisia septentrionis,0.36,352.08,FIA,Complete
Lepidoptera,Notodontidae,Peridea,basitriens,Peridea basitriens,0.36,352.08,FIA,Complete
Hymenoptera,Formicidae,Diacamma,sp.,Diacamma sp.,0.36,355.4,,Complete
Coleoptera,Chrysomelidae,Cryptocephalus,alboscutellatus,Cryptocephalus alboscutellatus,0.37,361.86,FD,Complete
Coleoptera,Scarabaeidae,Ataenius,imbricatus,Ataenius imbricatus,0.37,361.86,FCM,Complete
Diptera,Sciaridae,Rhynchosciara,americana,Rhynchosciara americana,0.37,361.86,FIA,Complete
Hemiptera,Adelgidae,Pineus,similis,Pineus similis,0.37,361.86,FD,Incomplete
Hemiptera,Adelgidae,Pineus,sp.,Pineus sp.,0.37,361.86,FD,Incomplete
Hymenoptera,Aphelinidae,Aphelinus,certus,Aphelinus certus,0.37,361.86,FCM,Complete
Hymenoptera,Apidae,Melissodes,illata,Melissodes illata,0.37,361.86,FCM,Complete
Hymenoptera,Figitidae,Leptopilina,boulardi,Leptopilina boulardi,0.37,361.86,FCM,Complete
Hymenoptera,Formicidae,Amblyopone,pallipes,Amblyopone pallipes,0.37,361.86,FCM,Complete
Hymenoptera,Formicidae,Labidus,coecus,Labidus coecus,0.37,361.86,FCM,Complete
Hymenoptera,Formicidae,Tapinoma,sessile,Tapinoma sessile,0.37,361.86,FCM,Complete
Lepidoptera,Prodoxidae,Tegeticula,corruptrix,Tegeticula corruptrix,0.37,361.86,FCM,Complete
Odonata,Gomphidae,Gomphus,flavipes,Gomphus flavipes,0.37,361.86,BCA,Incomplete
Odonata,Gomphidae,Ophiogomphus,cecilia,Ophiogomphus cecilia,0.37,361.86,BCA,Incomplete
Lepidoptera,Noctuidae,Helicoverpa,zea,Helicoverpa zea,0.37,365.2,,Complete
Coleoptera,Buprestidae,Agrilus,concinnus,Agrilus concinnus,0.37,365.39,,Complete
Coleoptera,Tenebrionidae,Arthrodeis,sp.,Arthrodeis sp.,0.38,371.64,FD,Complete
Diptera,Drosophilidae,Drosophila,longiseta,Drosophila longiseta,0.38,371.64,FCM,Complete
Hemiptera,Adelgidae,Adelges,cooleyii,Adelges cooleyii,0.38,371.64,FD,Incomplete
Hymenoptera,Aphelinidae,Encarsia,sophia,Encarsia sophia,0.38,371.64,FCM,Complete
Hymenoptera,Crabronidae,Ectemnius,continuus,Ectemnius continuus,0.38,371.64,FCM,Complete
Hymenoptera,Formicidae,Solenopsis,molesta,Solenopsis molesta,0.38,371.64,FCM,Complete
Hymenoptera,Formicidae,Tapinoma,sessile,Tapinoma sessile,0.38,371.64,FCM,Complete
Hymenoptera,Vespidae,Polistes,carolina,Polistes carolina,0.38,371.64,FCM,Complete
Lepidoptera,Noctuidae,Eudryas,grata,Eudryas grata,0.38,371.64,FIA,Complete
Lepidoptera,Noctuidae,Heliothis,virescens,Heliothis virescens,0.38,373.64,,Complete
Coleoptera,Cerambycidae,Graphisurus,fasciatus,Graphisurus fasciatus,0.38,375.02,,Complete
Lepidoptera,Noctuidae,Helicoverpa,zea,Helicoverpa zea,0.39,377.22,,Complete
Lepidoptera,Noctuidae,Heliothis,virescens,Heliothis virescens,0.39,380.25,,Complete
Coleoptera,Coccinellidae,Neoharmonia,venusta,Neoharmonia venusta,0.39,381.42,FIA,Complete
Coleoptera,Tenebrionidae,Pimelia,granulicollis,Pimelia granulicollis,0.39,381.42,FD,Complete
Coleoptera,Tenebrionidae,Tribolium,brevicornis,Tribolium brevicornis,0.39,381.42,FD,Complete
Diptera,Drosophilidae,Drosophila,virilis,Drosophila virilis,0.39,381.42,BCA,Complete
Hemiptera,Adelgidae,Adelges,sp.,Adelges sp.,0.39,381.42,FD,Incomplete
Hemiptera,Aphididae,Amphorophora,agathonica,Amphorophora agathonica,0.39,381.42,FD,Incomplete
Hemiptera,Aphididae,Diuraphis,noxia,Diuraphis noxia,0.39,381.42,FCM,Incomplete
Hymenoptera,Formicidae,Eurhopalothrix,procera,Eurhopalothrix procera,0.39,381.42,FCM,Complete
Hymenoptera,Formicidae,Formica,pallidifulva,Formica pallidifulva,0.39,381.42,FCM,Complete
Hymenoptera,Formicidae,Mycetophylax,simplex,Mycetophylax simplex,0.39,381.42,FCM,Complete
Lepidoptera,Nymphalidae,Limenitis,arthemis,Limenitis arthemis,0.39,381.42,FCM,Complete
Lepidoptera,Pyralidae,Spodoptera,frugiperda,Spodoptera frugiperda,0.4,388,,Complete
Coleoptera,Chrysomelidae,Crioceris,duodecimpunctata,Crioceris duodecimpunctata,0.4,391.2,FD,Complete
Diptera,Chaoboridae,Chaoborus,americanus,Chaoborus americanus,0.4,391.2,FD,Complete
Diptera,Drosophilidae,Chymomyza,amoena,Chymomyza amoena,0.4,391.2,FCM,Complete
Diptera,Drosophilidae,Drosophila,nasutoides,Drosophila nasutoides,0.4,391.2,FD,Complete
Hemiptera,Aphididae,Macrosiphum,euphorbiae,Macrosiphum euphorbiae,0.4,391.2,FD,Incomplete
Hemiptera,Aphididae,Schizaphis,graminum,Schizaphis graminum,0.4,391.2,BCA,Incomplete
Hymenoptera,Aphelinidae,Aphelinus,hordei,Aphelinus hordei,0.4,391.2,FCM,Complete
Hymenoptera,Apidae,Scaptotrigona,depilis,Scaptotrigona depilis,0.4,391.2,FCM,Complete
Hymenoptera,Formicidae,Pseudomyrmex,gracilis,Pseudomyrmex gracilis,0.4,391.2,FCM,Complete
Hymenoptera,Halictidae,Halictus,poeyi,Halictus poeyi,0.4,391.2,FIA,Complete
Lepidoptera,Geometridae,Ennomos,subsignarius,Ennomos subsignarius,0.4,391.2,FIA,Complete
Lepidoptera,Geometridae,Guenovia,simcloria,Guenovia simcloria,0.4,391.2,FIA,Complete
Lepidoptera,Prodoxidae,Tegeticula,yuccasella,Tegeticula yuccasella,0.4,391.2,FCM,Complete
Odonata,Gomphidae,Lindenia,tetraphylla,Lindenia tetraphylla,0.4,391.2,BCA,Incomplete
Coleoptera,Chrysomelidae,Crioceris,macilenta,Crioceris macilenta,0.41,400.98,FD,Complete
Coleoptera,Meloidae,Cysteodemus,wislizeni,Cysteodemus wislizeni,0.41,400.98,FCM,Complete
Coleoptera,Meloidae,Pyrota,akhurstiana,Pyrota akhurstiana,0.41,400.98,FCM,Complete
Coleoptera,Tenebrionidae,Pimelia,fernandez-lopezi,Pimelia fernandez-lopezi,0.41,400.98,FD,Complete
Diptera,Drosophilidae,Drosophila,cyrtoloma,Drosophila cyrtoloma,0.41,400.98,FCM,Complete
Diptera,Drosophilidae,Drosophila,virilis,Drosophila virilis,0.41,400.98,FCM,Complete
Hemiptera,Miridae,Tytthus,chinensis,Tytthus chinensis,0.41,400.98,FCM,Incomplete
Hymenoptera,Apidae,Nanotrigona,testaceicornis,Nanotrigona testaceicornis,0.41,400.98,FCM,Complete
Hymenoptera,Sphecidae,Ammophila,pictipennis,Ammophila pictipennis,0.41,400.98,FIA,Complete
Hymenoptera,Vespidae,Polistes,fuscatus,Polistes fuscatus,0.41,400.98,FCM,Complete
Lepidoptera,Noctuidae,Heliothis,virescens,Heliothis virescens,0.41,400.98,FCM,Complete
Lepidoptera,Nymphalidae,Heliconius,erato,Heliconius erato,0.41,400.98,FCM,Complete
Odonata,Libellulidae,Miathyria,marcella,Miathyria marcella,0.41,400.98,FIA,Incomplete
Thysanoptera,Aeolothripidae,Frankliniella,fusca,Frankliniella fusca,0.41,400.98,FCM,Incomplete
Coleoptera,Cerambycidae,Neoclytus,caprea,Neoclytus caprea,0.42,408.18,,Complete
Thysanoptera,Thripidae,Frankliniella,fusca,Frankliniella fusca,0.42,409.8,,Incomplete
Coleoptera,Chrysomelidae,Coptocephala,floralis,Coptocephala floralis,0.42,410.76,FD,Complete
Coleoptera,Coccinellidae,Psyllobora,vigintimaculata,Psyllobora vigintimaculata,0.42,410.76,FIA,Complete
Coleoptera,Tenebrionidae,Nesotes,picipens,Nesotes picipens,0.42,410.76,FD,Complete
Hemiptera,Aphididae,Aphis,craccivora,Aphis craccivora,0.42,410.76,FCM,Incomplete
Hemiptera,Aphididae,Pemphigus,sp.,Pemphigus sp.,0.42,410.76,FD,Incomplete
Hymenoptera,Aphelinidae,Encarsia,formosa,Encarsia formosa,0.42,410.76,FCM,Complete
Hymenoptera,Apidae,Bombus,terrestris,Bombus terrestris,0.42,410.76,FCM,Complete
Hymenoptera,Apidae,Scaptotrigona,bipunctata,Scaptotrigona bipunctata,0.42,410.76,FCM,Complete
Hymenoptera,Formicidae,Aphaenogaster,fulva,Aphaenogaster fulva,0.42,410.76,FCM,Complete
Hymenoptera,Formicidae,Odontomachus,clarus,Odontomachus clarus,0.42,410.76,FCM,Complete
Coleoptera,Coccinellidae,Coccinella,septempunctata,Coccinella septempunctata,0.43,420.54,FCM,Complete
Coleoptera,Coccinellidae,Coccinella,trifasciata,Coccinella trifasciata,0.43,420.54,FIA,Complete
Coleoptera,Coccinellidae,Hippodamia,convergens,Hippodamia convergens,0.43,420.54,FIA,Complete
Coleoptera,Coccinellidae,Oenopia,conglobata,Oenopia conglobata,0.43,420.54,FIA,Complete
Coleoptera,Tenebrionidae,Nesotes,porrectus,Nesotes porrectus,0.43,420.54,FD,Complete
Diptera,Sepsidae,Allosepsis,sp.,Allosepsis sp.,0.43,420.54,FCM,Complete
Hymenoptera,Apidae,Friesella,schrottkyi,Friesella schrottkyi,0.43,420.54,FCM,Complete
Hymenoptera,Apidae,Plebeia,lucii,Plebeia lucii,0.43,420.54,FCM,Complete
Hymenoptera,Apidae,Scaptotrigona,xantotricha,Scaptotrigona xantotricha,0.43,420.54,FCM,Complete
Hymenoptera,Apidae,Scaptotrigona,xantotricha,Scaptotrigona xantotricha,0.43,420.54,FCM,Complete
Hymenoptera,Apidae,Trigona,spinipes,Trigona spinipes,0.43,420.54,FCM,Complete
Hymenoptera,Formicidae,Aphaenogaster,(rudis-texana,Aphaenogaster (rudis-texana,0.43,420.54,FCM,Complete
Hymenoptera,Formicidae,Odontomachus,cephalotes,Odontomachus cephalotes,0.43,420.54,FCM,Complete
Lepidoptera,Sphingidae,Manduca,sexta,Manduca sexta,0.43,420.54,FCM,Complete
Thysanoptera,Aeolothripidae,Franklinothrips,orizabensis,Franklinothrips orizabensis,0.43,420.54,FCM,Incomplete
Lepidoptera,Sphingidae,Xylophanes,tersa,Xylophanes tersa,0.44,427.64,,Complete
Coleoptera,Tenebrionidae,Arthrodeis,punctulatus,Arthrodeis punctulatus,0.44,430.32,FD,Complete
Diptera,Calliphoridae,Chrysomya,rufifacies,Chrysomya rufifacies,0.44,430.32,FCM,Complete
Diptera,Glossinidae,Glossina,palpalis,Glossina palpalis,0.44,430.32,FCM,Complete
Hymenoptera,Aphelinidae,Aphelinus,glycinis,Aphelinus glycinis,0.44,430.32,FCM,Complete
Hymenoptera,Apidae,Frieseomelitta,sp.,Frieseomelitta sp.,0.44,430.32,FCM,Complete
Hymenoptera,Apidae,Plebeia,sp.,Plebeia sp.,0.44,430.32,FCM,Complete
Hymenoptera,Apidae,Scaura,latitarsis,Scaura latitarsis,0.44,430.32,FCM,Complete
Hymenoptera,Formicidae,Aphaenogaster,(rudis-texana,Aphaenogaster (rudis-texana,0.44,430.32,FCM,Complete
Hymenoptera,Formicidae,Odontomachus,brunneus,Odontomachus brunneus,0.44,430.32,FCM,Complete
Lepidoptera,Papilionidae,Papilio,canadensis,Papilio canadensis,0.44,430.32,FIA,Complete
Lepidoptera,Papilionidae,Papilio,glaucus,Papilio glaucus,0.44,430.32,FIA,Complete
Lepidoptera,Sphingidae,Eumorpha,vitis,Eumorpha vitis,0.44,430.32,FCM,Complete
Coleoptera,Cerambycidae,Phymatodes,grandis,Phymatodes grandis,0.44,434.32,,Complete
Diptera,Calliphoridae,Cochliomyia,hominivorax,Cochliomyia hominivorax,0.45,440.1,FCM,Complete
Hymenoptera,Aphelinidae,Aphelinus,coreae,Aphelinus coreae,0.45,440.1,FCM,Complete
Hymenoptera,Apidae,Nanotrigona,sp.,Nanotrigona sp.,0.45,440.1,FCM,Complete
Hymenoptera,Apidae,Scaptotrigona,tubiba,Scaptotrigona tubiba,0.45,440.1,FCM,Complete
Hymenoptera,Formicidae,Sericomyrmex,amabilis,Sericomyrmex amabilis,0.45,440.1,FCM,Complete
Lepidoptera,Geometridae,Ennomine,sp.,Ennomine sp.,0.45,440.1,FIA,Complete
Lepidoptera,Nymphalidae,Hypolimnas,bolina,Hypolimnas bolina,0.45,440.1,FCM,Complete
Coleoptera,Chrysomelidae,Apthona,flaviceps,Apthona flaviceps,0.46,449.88,FD,Complete
Coleoptera,Chrysomelidae,Leptinotarsa,decemlineata,Leptinotarsa decemlineata,0.46,449.88,FD,Complete
Coleoptera,Chrysomelidae,Leptispa,filiformis,Leptispa filiformis,0.46,449.88,FD,Complete
Coleoptera,Coccinellidae,Coccinula,quatordecimpustulata,Coccinula quatordecimpustulata,0.46,449.88,FIA,Complete
Coleoptera,Zopheridae,Zopherus,nodulosus,Zopherus nodulosus,0.46,449.88,FCM,Complete
Diptera,Sepsidae,Orygma,luctuosum,Orygma luctuosum,0.46,449.88,FCM,Complete
Hymenoptera,Apidae,Bombus,occidentalis,Bombus occidentalis,0.46,449.88,FCM,Complete
Hymenoptera,Apidae,Lestrimellita,sp.,Lestrimellita sp.,0.46,449.88,FCM,Complete
