Order,Family,Genus,Species,Name,C-value,Mbp,Method,Metamorphosis
Odonata,Aeshnidae,Basiaeschna,janata,Basiaeschna janata,1.16,1134.48,FIA,Incomplete
Coleoptera,Scarabaeidae,Polyphylla,decimlineata,Polyphylla decimlineata,1.16,1136.68,,Complete
Hemiptera,Pentatomidae,Halyomorpha,halys,Halyomorpha halys,1.17,1143.04,,Incomplete
Coleoptera,Cerambycidae,Parelaphidion,aspersum,Parelaphidion aspersum,1.17,1144.26,FCM,Complete
Coleoptera,Chrysomelidae,Chrysolina,banksi,Chrysolina banksi,1.17,1144.26,FD,Complete
Coleoptera,Chrysomelidae,Cyrtonus,cupreovirens,Cyrtonus cupreovirens,1.17,1144.26,FD,Complete
Coleoptera,Hydrophilidae,Tropisternus,sp.,Tropisternus sp.,1.17,1144.26,FCM,Complete
Hemiptera,Reduviidae,Triatoma,rubrovaria,Triatoma rubrovaria,1.17,1144.26,FCM,Incomplete
Hemiptera,Alydidae,Alydus,conspersus,Alydus conspersus,1.17,1148.29,,Incomplete
Coleoptera,Cerambycidae,Megacyllene,caryae,Megacyllene caryae,1.17,1148.72,,Complete
Hemiptera,Cicadellidae,Hortensia,similis,Hortensia similis,1.18,1152.56,,Incomplete
Coleoptera,Chrysomelidae,Cyrtonus,plumbeus,Cyrtonus plumbeus,1.18,1154.04,FD,Complete
Diptera,Stratiomyidae,Hermetia,illucens,Hermetia illucens,1.18,1154.04,FCM,Complete
Odonata,Coenagrionidae,Enallagma,ebrium,Enallagma ebrium,1.18,1154.04,FIA,Incomplete
Odonata,Coenagrionidae,Enallagma,exsulans,Enallagma exsulans,1.18,1154.04,FIA,Incomplete
Odonata,Coenagrionidae,Enallagma,hageni,Enallagma hageni,1.19,1163.82,FIA,Incomplete
Coleoptera,Cerambycidae,Lepturges,regularis,Lepturges regularis,1.2,1170.4,,Complete
Diptera,Sarchophagidae,Sarcophagus,crassipalpis,Sarcophagus crassipalpis,1.2,1173.25,,Complete
Odonata,Aeshnidae,Gomphaeschna,furcillata,Gomphaeschna furcillata,1.2,1173.6,FIA,Incomplete
Odonata,Coenagrionidae,Enallagma,cyathigerum,Enallagma cyathigerum,1.2,1173.6,FIA,Incomplete
Odonata,Coenagrionidae,Enallagma,durum,Enallagma durum,1.2,1173.6,FIA,Incomplete
Hymenoptera,Apidae,Melissodes,sp1,Melissodes sp1,1.21,1180.6,,Complete
Coleoptera,Chrysomelidae,Cyrtonus,pardoi,Cyrtonus pardoi,1.21,1183.38,FD,Complete
Diptera,Culicidae,Aedes,cinereus,Aedes cinereus,1.21,1183.38,FD,Complete
Diptera,Culicidae,Culiseta,moristans,Culiseta moristans,1.21,1183.38,FD,Complete
Diptera,Muscidae,Haematobia,irritans,Haematobia irritans,1.21,1183.38,FCM,Complete
Coleoptera,Leiodidae,Ptomaphagus,cavernicola,Ptomaphagus cavernicola,1.21,1184.2,,Complete
Odonata,Libellulidae,Plathemis,lydia,Plathemis lydia,1.21,1186.7,,Incomplete
Coleoptera,Cerambycidae,Anelaphus,parallelus,Anelaphus parallelus,1.22,1193.16,FCM,Complete
Coleoptera,Chrysomelidae,Cyrtonus,arcasi,Cyrtonus arcasi,1.22,1193.16,FD,Complete
Coleoptera,Coccinellidae,Henosepilachna,vigintioctomaculata,Henosepilachna vigintioctomaculata,1.22,1193.16,FCM,Complete
Coleoptera,Dytiscidae,Dytiscus,marginalis,Dytiscus marginalis,1.22,1193.16,FD,Complete
Hemiptera,Pyrrhocoridae,Pyrrhocoris,apterus,Pyrrhocoris apterus,1.22,1193.16,FD,Incomplete
Coleoptera,Cerambycidae,Placosternus,difficilis,Placosternus difficilis,1.23,1199.97,,Complete
Hemiptera,Reduviidae,Triatoma,barberi,Triatoma barberi,1.23,1202.94,FCM,Incomplete
Diptera,Sarchophagidae,Sarcophagus,crassipalpis,Sarcophagus crassipalpis,1.23,1203.32,,Complete
Coleoptera,Chrysomelidae,Callosobruchus,maculatus,Callosobruchus maculatus,1.24,1212.72,FCM,Complete
Coleoptera,Chrysomelidae,Callosobruchus,maculatus,Callosobruchus maculatus,1.24,1212.72,FCM,Complete
Diptera,Culicidae,Aedes,aegypti,Aedes aegypti,1.25,1222.5,FD,Complete
Diptera,Culicidae,Culiseta,melanura,Culiseta melanura,1.25,1222.5,FD,Complete
Hemiptera,Pentatomidae,Brochymena,cariosa,Brochymena cariosa,1.26,1232.28,FCM,Incomplete
Hemiptera,Reduviidae,Eratyrus,cuspidatus,Eratyrus cuspidatus,1.26,1232.28,FCM,Incomplete
Odonata,Coenagrionidae,Enallagma,boreale,Enallagma boreale,1.26,1232.28,FIA,Incomplete
Coleoptera,Scarabaeidae,Ancognatha,manca,Ancognatha manca,1.27,1240.6,,Complete
Isoptera,Termopsidae,Hodotermopsis,sjostedti,Hodotermopsis sjostedti,1.27,1242.06,FIA,Incomplete
Odonata,Libellulidae,Leucorrhinia,proxima,Leucorrhinia proxima,1.27,1242.06,FIA,Incomplete
Coleoptera,Cerambycidae,Anelaphus,moestus,Anelaphus moestus,1.27,1244.17,,Complete
Diptera,Culicidae,Aedes,katherinensis,Aedes katherinensis,1.28,1251.84,FD,Complete
Odonata,Coenagrionidae,Enallagma,signatum,Enallagma signatum,1.28,1251.84,FIA,Incomplete
Hymenoptera,Crabronidae,Sphecius,speciosus,Sphecius speciosus,1.28,1252.2,,Complete
Coleoptera,Chrysomelidae,Bruchidius,dichrostachydis,Bruchidius dichrostachydis,1.29,1261.62,FCM,Complete
Coleoptera,Cleridae,Necrobia,rufipes,Necrobia rufipes,1.29,1261.62,FCM,Complete
Diptera,Culicidae,Aedes,pseudoalbopictus,Aedes pseudoalbopictus,1.29,1261.62,FD,Complete
Hemiptera,Reduviidae,Dipetalogaster,maximus,Dipetalogaster maximus,1.29,1261.62,FCM,Incomplete
Isoptera,Mastotermitidae,Mastotermes,darwiniensis,Mastotermes darwiniensis,1.3,1271.4,FIA,Incomplete
Coleoptera,Chrysomelidae,Cassida,pannonica,Cassida pannonica,1.31,1281.18,FD,Complete
Coleoptera,Scarabaeidae,Phyllophaga,ephilida,Phyllophaga ephilida,1.31,1281.18,FCM,Complete
Coleoptera,Scarabeidae,Scarabaeus,laticollis,Scarabaeus laticollis,1.31,1281.18,FD,Complete
Odonata,Aeshnidae,Nasiaeschna,pentacantha,Nasiaeschna pentacantha,1.31,1281.18,FIA,Incomplete
Coleoptera,Cerambycidae,Anelaphus,moestus,Anelaphus moestus,1.31,1281.83,,Complete
Blattodea,Cryptocercidae,Cryptocercus,punctulatus,Cryptocercus punctulatus,1.32,1290.96,FIA,Incomplete
Odonata,Corduliidae,Epitheca,spinigera,Epitheca spinigera,1.32,1290.96,FIA,Incomplete
Hymenoptera,Apidae,Aglae,caerulea,Aglae caerulea,1.32,1293,,Complete
Hemiptera,Aphrophoridae,Lepyronia,quadrangularis,Lepyronia quadrangularis,1.32,1294.85,,Incomplete
Coleoptera,Cerambycidae,Prionus,imbricornis,Prionus imbricornis,1.33,1300.74,FCM,Complete
Coleoptera,Chrysomelidae,Longitarsus,succineus,Longitarsus succineus,1.33,1300.74,FD,Complete
Diptera,Culicidae,Aedes,flavopictus,Aedes flavopictus,1.33,1300.74,FD,Complete
Hemiptera,Reduviidae,Triatoma,platensis,Triatoma platensis,1.33,1300.74,FCM,Incomplete
Coleoptera,Chrysomelidae,Callosobruchus,maculatus,Callosobruchus maculatus,1.33,1301.98,,Complete
Odonata,Coenagrionidae,Enallagma,vesperum,Enallagma vesperum,1.34,1310.52,FIA,Incomplete
Hemiptera,Membracidae,Spissistilus,festinus,Spissistilus festinus,1.34,1313.68,,Incomplete
Hemiptera,Cicadellidae,Draeculacephala,sp,Draeculacephala sp,1.35,1319.37,,Incomplete
Coleoptera,Hydrophilidae,Tropisternus,sp.,Tropisternus sp.,1.35,1320.3,FCM,Complete
Hemiptera,Reduviidae,Triatoma,nitida,Triatoma nitida,1.35,1320.3,FCM,Incomplete
Odonata,Coenagrionidae,Enallagma,antennatum,Enallagma antennatum,1.35,1320.3,FIA,Incomplete
Coleoptera,Chrysomelidae,Ophraella,cribata,Ophraella cribata,1.36,1330.08,FD,Complete
Phasmatodea,Timematidae,Timema,cristinae,Timema cristinae,1.36,1330.08,FCM,Incomplete
Coleoptera,Erotylidae,Megalodacne,heros,Megalodacne heros,1.38,1349.18,,Complete
Diptera,Culicidae,Aedes,bahamensis,Aedes bahamensis,1.38,1349.64,FD,Complete
Hymenoptera,Apidae,Melipona,capixaba,Melipona capixaba,1.38,1349.64,FCM,Complete
Hymenoptera,Sphecidae,Sceliphron,caementarium,Sceliphron caementarium,1.39,1357.7,,Complete
Hemiptera,Reduviidae,Panstrongylus,geniculatus,Panstrongylus geniculatus,1.42,1388.76,FCM,Incomplete
Hymenoptera,Apidae,Melissodes,sp2,Melissodes sp2,1.43,1398.2,,Complete
Coleoptera,Scarabaeidae,Phyllophaga,submucida,Phyllophaga submucida,1.43,1398.54,FCM,Complete
Diptera,Culicidae,Aedes,stimulans,Aedes stimulans,1.44,1408.32,FD,Complete
Hemiptera,Reduviidae,Panstrongylus,rufotuberculatus,Panstrongylus rufotuberculatus,1.44,1408.32,FCM,Incomplete
Hemiptera,Reduviidae,Triatoma,infestans,Triatoma infestans,1.44,1408.32,FCM,Incomplete
Odonata,Aeshnidae,Anax,junius,Anax junius,1.44,1408.32,FIA,Incomplete
Odonata,Aeshnidae,Epiaeschna,heros,Epiaeschna heros,1.44,1408.32,FIA,Incomplete
Coleoptera,Coccinellidae,Henosepilachna,yasutomii,Henosepilachna yasutomii,1.45,1418.1,FCM,Complete
Coleoptera,Elateridae,Megapenthes,insignis,Megapenthes insignis,1.45,1418.1,FCM,Complete
Coleoptera,Dermestidae,Dermestes,ater,Dermestes ater,1.46,1427.88,BCA,Complete
Coleoptera,Scarabaeidae,Oxygrylius,ruginasus,Oxygrylius ruginasus,1.46,1427.88,FCM,Complete
Lepidoptera,Geometridae,Lycia,pomonaria,Lycia pomonaria,1.46,1427.88,NS,Complete
Coleoptera,Chrysomelidae,Callosobruchus,subinnotatus,Callosobruchus subinnotatus,1.47,1437.66,FCM,Complete
Coleoptera,Cerambycidae,Enaphalodes,rufulus,Enaphalodes rufulus,1.48,1442.92,,Complete
Coleoptera,Hydrophilidae,Hydrophilus,triangularis,Hydrophilus triangularis,1.48,1447.44,FCM,Complete
Isoptera,Termitidae,Odontotermes,formosanus,Odontotermes formosanus,1.48,1447.44,FIA,Incomplete
Hymenoptera,Apidae,Exaerete,smaragdina,Exaerete smaragdina,1.48,1450.9,,Complete
Hymenoptera,Cynipidae,Zopheroterus,vaccini,Zopheroterus vaccini,1.48,1451.9,,Complete
Coleoptera,Chrysomelidae,Callosobruchus,subinnotatus,Callosobruchus subinnotatus,1.49,1455.8,,Complete
Coleoptera,Dermestidae,Dermestes,lardarius,Dermestes lardarius,1.49,1457.22,BCA,Complete
Diptera,Culicidae,Aedes,excrucianus,Aedes excrucianus,1.5,1467,FD,Complete
Hemiptera,Reduviidae,Triatoma,infestans,Triatoma infestans,1.5,1467,FCM,Incomplete
Lepidoptera,Noctuidae,Caenurgina,crassiuscula,Caenurgina crassiuscula,1.5,1467,FIA,Complete
Odonata,Calopterygidae,Calopteryx,splendens,Calopteryx splendens,1.5,1467,BCA,Incomplete
Hymenoptera,Apidae,Euglossa,laevicincta,Euglossa laevicincta,1.5,1469.2,,Complete
Blattodea,Blaberidae,Panchlora,nivea,Panchlora nivea,1.52,1486.56,FCM,Incomplete
Diptera,Culicidae,Aedes,triseriatus,Aedes triseriatus,1.52,1486.56,FD,Complete
Diptera,Culicidae,Aedes,triseriatus,Aedes triseriatus,1.52,1486.56,BCA,Complete
Hemiptera,Reduviidae,Triatoma,melanosoma,Triatoma melanosoma,1.53,1496.34,FCM,Incomplete
Odonata,Coenagrionidae,Nehalennia,integricollis,Nehalennia integricollis,1.53,1496.34,FIA,Incomplete
Odonata,Corduliidae,Cordulia,shurtleffi,Cordulia shurtleffi,1.54,1506.12,FIA,Incomplete
Orthoptera,Gryllidae,Hadenoecus,subterraneus,Hadenoecus subterraneus,1.55,1515.9,FD,Incomplete
Isoptera,Kalotermitidae,Glyptotermes,fuscus,Glyptotermes fuscus,1.56,1525.68,FIA,Incomplete
Odonata,Aeshnidae,Aeshna,verticalis,Aeshna verticalis,1.59,1555.02,FIA,Incomplete
Odonata,Aeshnidae,Aeshna,coerulea,Aeshna coerulea,1.6,1564.8,BCA,Incomplete
Hemiptera,Membracidae,Spissistilus,festinus,Spissistilus festinus,1.6,1566.57,,Incomplete
Coleoptera,Chrysomelidae,Cassida,vittata,Cassida vittata,1.61,1574.58,FD,Complete
Hemiptera,Flatidae,Metcalfa,pruinosa,Metcalfa pruinosa,1.62,1583.55,,Incomplete
Hemiptera,Cicadellidae,Planicephalus,flavicosta,Planicephalus flavicosta,1.64,1600.68,,Incomplete
Isoptera,Termitidae,Nasutitermes,takasagoensis,Nasutitermes takasagoensis,1.68,1643.04,FIA,Incomplete
Coleoptera,Trogidae,Omorgus,suberosus,Omorgus suberosus,1.69,1652.82,FCM,Complete
Hemiptera,Reduviidae,Triatoma,infestans,Triatoma infestans,1.7,1662.6,FCM,Incomplete
Odonata,Cordulegastridae,Cordulegaster,coronatus,Cordulegaster coronatus,1.7,1662.6,BCA,Incomplete
Coleoptera,Chrysomelidae,Diabroctica,undecimpunctata,Diabroctica undecimpunctata,1.7,1666.58,,Complete
Coleoptera,Coccinellidae,Exochomus,quadripustulatus,Exochomus quadripustulatus,1.71,1672.38,FIA,Complete
Orthoptera,Gryllidae,Oecanthus,niveus,Oecanthus niveus,1.71,1672.38,FCM,Incomplete
Hemiptera,Cicadellidae,Siboria,occatoria,Siboria occatoria,1.73,1692.74,,Incomplete
Coleoptera,Hydrophilidae,Hydrochara,sp.,Hydrochara sp.,1.76,1721.28,FCM,Complete
Odonata,Aeshnidae,Aeshna,constricta,Aeshna constricta,1.76,1721.28,FIA,Incomplete
Hemiptera,Pentatomidae,Anasa,tristis,Anasa tristis,1.77,1726.49,,Incomplete
Odonata,Aeshnidae,Aeshna,tuberculifera,Aeshna tuberculifera,1.78,1740.84,FIA,Incomplete
Hymenoptera,Apidae,Euglossa,stilbonota,Euglossa stilbonota,1.78,1744.5,,Complete
Coleoptera,Chrysomelidae,Sphaeroderma,testaceum,Sphaeroderma testaceum,1.79,1750.62,FD,Complete
Coleoptera,Cerambycidae,Enaphalodes,atomarius,Enaphalodes atomarius,1.8,1760.4,FCM,Complete
Coleoptera,Cerambycidae,Mallodon,dasystomus,Mallodon dasystomus,1.8,1760.4,FCM,Complete
Hemiptera,Reduviidae,Triatoma,delpontei,Triatoma delpontei,1.8,1760.4,FD,Incomplete
Odonata,Coenagrionidae,Nehalennia,irene,Nehalennia irene,1.8,1760.4,FIA,Incomplete
Odonata,Corduliidae,Somatochlora,williamsoni,Somatochlora williamsoni,1.8,1760.4,FIA,Incomplete
Hymenoptera,Apidae,Euglossa,ignita,Euglossa ignita,1.81,1767.7,,Complete
Odonata,Aeshnidae,Rhionaeschna,bonariensis,Rhionaeschna bonariensis,1.81,1770.18,FD,Incomplete
Hemiptera,Pentatomidae,Anasa,tristis,Anasa tristis,1.82,1782.02,,Incomplete
Hemiptera,Cicadellidae,Homalodisca,vitripennis,Homalodisca vitripennis,1.84,1803.43,,Incomplete
Coleoptera,Cerambycidae,Eburia,haldemani,Eburia haldemani,1.85,1809.3,FCM,Complete
Odonata,Aeshnidae,Aeshna,eremita,Aeshna eremita,1.85,1809.3,FIA,Incomplete
Odonata,Libellulidae,Celithemis,eponina,Celithemis eponina,1.86,1814.5,,Incomplete
Isoptera,Kalotermitidae,Neotermes,koshunensis,Neotermes koshunensis,1.87,1828.86,FIA,Incomplete
Coleoptera,Callirhipidae,Zenoa,picea,Zenoa picea,1.88,1838.64,FCM,Complete
Zoraptera,Zorotypidae,Zorotypus,hubbardi,Zorotypus hubbardi,1.89,1848.42,FCM,Incomplete
Diptera,Culicidae,Aedes,zoosophus,Aedes zoosophus,1.9,1858.2,FD,Complete
Isoptera,Termitidae,Pericapritermes,nitobei,Pericapritermes nitobei,1.9,1858.2,FIA,Incomplete
Odonata,Aeshnidae,Epiaeschna,heros,Epiaeschna heros,1.9,1860.8,,Incomplete
Coleoptera,Cerambycidae,Archodontes,melanopus,Archodontes melanopus,1.92,1877.76,FCM,Complete
Hymenoptera,Apidae,Euglossa,viridis,Euglossa viridis,1.92,1878.3,,Complete
Hemiptera,Belostomatidae,Belostoma,dentatum,Belostoma dentatum,1.93,1887.54,NS,Incomplete
Orthoptera,Gryllidae,Laupala,cerasina,Laupala cerasina,1.93,1887.54,FCM,Incomplete
Lepidoptera,Geometridae,Euchlaena,irraria,Euchlaena irraria,1.94,1897.32,FIA,Complete
Phasmatodea,Phasmatidae,Bacillus,rossius,Bacillus rossius,1.95,1907.1,FCM,Incomplete
Hymenoptera,Cynipidae,Belonocnema,treatae,Belonocnema treatae,1.97,1927,,Complete
Coleoptera,Chrysomelidae,Podagrica,fuscicornis,Podagrica fuscicornis,1.98,1936.44,FD,Complete
Coleoptera,Dermestidae,Dermestes,peruvianus,Dermestes peruvianus,1.98,1936.44,BCA,Complete
Hemiptera,Reduviidae,Triatoma,infestans,Triatoma infestans,1.98,1936.44,FCM,Incomplete
Hemiptera,Membracidae,Telamona,monticola,Telamona monticola,1.98,1938.37,,Incomplete
Hymenoptera,Apidae,Eufriesea,mexicana,Eufriesea mexicana,1.98,1939.7,,Complete
Hemiptera,Membracidae,Ophiderma,evelyna,Ophiderma evelyna,1.99,1944.87,,Incomplete
Blattodea,Blattellidae,Blattella,germanica,Blattella germanica,2,1956,FD,Incomplete
Odonata,Aeshnidae,Aeshna,umbrosa,Aeshna umbrosa,2,1956,FIA,Incomplete
Orthoptera,Gryllidae,Acheta,domesticus,Acheta domesticus,2,1956,FD,Incomplete
Orthoptera,Gryllidae,Acheta,domesticus,Acheta domesticus,2,1956,FD,Incomplete
Orthoptera,Gryllidae,Acheta,domesticus,Acheta domesticus,2,1956,FCM,Incomplete
Orthoptera,Gryllidae,Acheta,domesticus,Acheta domesticus,2,1956,FIA,Incomplete
Orthoptera,Gryllidae,Gryllus,pennsylvanicus,Gryllus pennsylvanicus,2,1956,FD,Incomplete
Hemiptera,Cicadellidae,Homalodisca,vitripennis,Homalodisca vitripennis,2,1959.33,,Incomplete
Hymenoptera,Apidae,Euglossa,imperalis,Euglossa imperalis,2.04,1990.6,,Complete
Mecoptera,Panorpidae,Panorpa,nuptialis,Panorpa nuptialis,2.06,2014.68,FCM,Complete
Orthoptera,Gryllidae,Gryllus,pennsylvanicus,Gryllus pennsylvanicus,2.06,2014.68,FD,Incomplete
Hemiptera,Cicadellidae,Graphocephala,versuta,Graphocephala versuta,2.07,2026.84,,Incomplete
Odonata,Aeshnidae,Rhionaeschna,planaltica,Rhionaeschna planaltica,2.08,2034.24,FD,Incomplete
Hemiptera,Cicadidae,Haplaxius,crudus,Haplaxius crudus,2.1,2057.15,,Incomplete
Coleoptera,Chrysomelidae,Chrysochus,auratus,Chrysochus auratus,2.12,2070.77,,Complete
Mantodea,Thespidae,Thesprotia,graminis,Thesprotia graminis,2.12,2071.5,,Incomplete
Blattodea,Blattellidae,Blatella,nipponica,Blatella nipponica,2.13,2083.14,FIA,Incomplete
Blattodea,Blattellidae,Blattella,germanica,Blattella germanica,2.14,2090.7,,Incomplete
Hemiptera,Membracidae,Cyrtolobus,inermis,Cyrtolobus inermis,2.15,2105.56,,Incomplete
Hymenoptera,Apidae,Euglossa,cognata,Euglossa cognata,2.15,2106.4,,Complete
Odonata,Aeshnidae,Rhionaeschna,confusa,Rhionaeschna confusa,2.16,2112.48,FD,Incomplete
Phasmatodea,Phasmatidae,Bacillus,grandii,Bacillus grandii,2.16,2112.48,FCM,Incomplete
Phasmatodea,Phasmatidae,Bacillus,rossius,Bacillus rossius,2.17,2122.26,FCM,Incomplete
Hemiptera,Membracidae,Ophiderma,salamandra,Ophiderma salamandra,2.18,2135.7,,Incomplete
Hemiptera,Cercopidae,Prosapia,bicincta,Prosapia bicincta,2.19,2137.45,,Incomplete
Odonata,Aeshnidae,Aeshna,canadensis,Aeshna canadensis,2.2,2151.6,FIA,Incomplete
Blattodea,Blattellidae,Blatella,germanica,Blatella germanica,2.21,2161.66,,Incomplete
Phasmatodea,Phasmatidae,Bacillus,atticus,Bacillus atticus,2.23,2180.94,FCM,Incomplete
Hymenoptera,Apidae,Euglossa,intersecta,Euglossa intersecta,2.23,2184,,Complete
Hymenoptera,Apidae,Centris,flavofasciata,Centris flavofasciata,2.26,2209.7,,Complete
Phasmatodea,Phasmatidae,Bacillus,whitei,Bacillus whitei,2.27,2220.06,FCM,Incomplete
Coleoptera,Phengodidae,Phengodes,fuscipes,Phengodes fuscipes,2.28,2229.84,FCM,Complete
Hymenoptera,Apidae,Peponapis,pruinosa,Peponapis pruinosa,2.29,2236.2,,Complete
Hemiptera,Membracidae,Archasia,belfragei,Archasia belfragei,2.29,2241.2,,Incomplete
Phasmatodea,Phasmatidae,Bacillus,atticus,Bacillus atticus,2.3,2249.4,FCM,Incomplete
Hymenoptera,Chalcididae,Dishoclaspis,quercusvirens,Dishoclaspis quercusvirens,2.31,2254.8,,Complete
Hemiptera,Membracidae,Cyrtolobus,puritanus,Cyrtolobus puritanus,2.32,2265.35,,Incomplete
Odonata,Corduliidae,Somatochlora,elongata,Somatochlora elongata,2.36,2308.08,FIA,Incomplete
Hemiptera,Membracidae,Telamona,decorata,Telamona decorata,2.37,2315.84,,Incomplete
Orthoptera,Gryllidae,Acheta,domesticus,Acheta domesticus,2.38,2327.64,FIA,Incomplete
Hymenoptera,Apidae,Euglossa,augaspis,Euglossa augaspis,2.39,2335.7,,Complete
Phasmatodea,Phasmatidae,Bacillus,atticus,Bacillus atticus,2.45,2396.1,FCM,Incomplete
Archaeognatha,Machilidae,Machilis,fuscistylis,Machilis fuscistylis,2.49,2435.22,FCM,Incomplete
Coleoptera,Elateridae,Mulsanteus,sp.,Mulsanteus sp.,2.54,2484.12,FCM,Complete
Phasmatodea,Heteronemiidae,Diapheromera,femorata,Diapheromera femorata,2.55,2493.9,FIA,Incomplete
Archaeognatha,Machilidae,Machilis,helleri,Machilis helleri,2.57,2513.46,FCM,Incomplete
Phasmatodea,Phasmatidae,Bacillus,grandii,Bacillus grandii,2.61,2552.58,FCM,Incomplete
Orthoptera,Tridactylidae,Unknown,sp.,Unknown sp.,2.63,2572.14,FCM,Incomplete
Coleoptera,Dytiscidae,Cybister,fimbriolatus,Cybister fimbriolatus,2.64,2581.92,FCM,Complete
Hemiptera,Aphrophoridae,Philaenus,spumarius,Philaenus spumarius,2.64,2581.92,FCM,Incomplete
Embioptera,Oligotomidae,Oligotoma,saundersii,Oligotoma saundersii,2.66,2601.48,FCM,Incomplete
Hemiptera,Cicadellidae,Gyponana,sp,Gyponana sp,2.66,2601.86,,Incomplete
Orthoptera,Gryllidae,Gryllus,pennsylvanicus,Gryllus pennsylvanicus,2.68,2621.04,NS,Incomplete
Hymenoptera,Apidae,Euglossa,chalybeata,Euglossa chalybeata,2.7,2639.9,,Complete
Coleoptera,Scarabeidae,Rhizotrogus,lepidus,Rhizotrogus lepidus,2.71,2650.38,FD,Complete
Hemiptera,Cercopidae,Philaenus,spumarius,Philaenus spumarius,2.71,2652.83,,Incomplete
Blattodea,Blattidae,Periplaneta,americana,Periplaneta americana,2.72,2660.16,FD,Incomplete
Phasmatodea,Diapheromeridae,Megaphasma,dentricrus,Megaphasma dentricrus,2.84,2774.1,,Incomplete
Orthoptera,Tettigoniidae,Conocephalus,sp.,Conocephalus sp.,2.84,2777.52,FCM,Incomplete
Hemiptera,Derbidae,Omolicna,uhleri,Omolicna uhleri,2.84,2780.44,,Incomplete
Hymenoptera,Apidae,Centris,flavofrons,Centris flavofrons,2.86,2798.8,,Complete
Hemiptera,Reduviidae,Triatoma,delpontei,Triatoma delpontei,2.9,2836.2,FCM,Incomplete
Mantodea,Mantidae,Tenodera,aridifolia,Tenodera aridifolia,2.92,2855.76,FIA,Incomplete
Archaeognatha,Machilidae,Machilis,distincta,Machilis distincta,2.93,2865.54,FCM,Incomplete
Phasmatodea,Phasmatidae,Bacillus,atticus,Bacillus atticus,2.94,2875.32,FCM,Incomplete
Archaeognatha,Machilidae,Machilis,lehnhoferi,Machilis lehnhoferi,2.95,2885.1,FCM,Incomplete
Archaeognatha,Machilidae,Machilis,ticinensis,Machilis ticinensis,2.97,2904.66,FCM,Incomplete
Phasmatodea,Pseudophasmatidae,Anisomorpha,buprestoides,Anisomorpha buprestoides,2.97,2904.66,FCM,Incomplete
Hemiptera,Cicadellidae,Paraulacizes,irrorata,Paraulacizes irrorata,3,2929.63,,Incomplete
Phasmatodea,Pseudophasmatidae,Anisomorpha,buprestoides,Anisomorpha buprestoides,3.01,2944.1,,Incomplete
Blattodea,Blattidae,Blatta,orientalis,Blatta orientalis,3.03,2963.34,FD,Incomplete
Hymenoptera,Apidae,Eulaema,cingulata,Eulaema cingulata,3.03,2965.3,,Complete
Mantodea,Mantidae,Statilia,maculata,Statilia maculata,3.05,2982.9,FIA,Incomplete
Hemiptera,Cicadidae,Tibicen,sp,Tibicen sp,3.06,2987.88,,Incomplete
Thysanura,Lepismatidae,Thermobia,domestica,Thermobia domestica,3.09,3022.02,SCF,Incomplete
Archaeognatha,Machilidae,Machilis,hrabei,Machilis hrabei,3.13,3061.14,FCM,Incomplete
Hemiptera,Cicadellidae,Paraulacizes,irrorata,Paraulacizes irrorata,3.21,3134.91,,Incomplete
Coleoptera,Curculionidae,Aramigus,tessellatus,Aramigus tessellatus,3.32,3246.96,FCM,Complete
Mantodea,Mantidae,Litaneutria,sp.,Litaneutria sp.,3.32,3246.96,FCM,Incomplete
Blattodea,Blaberidae,Blaberus,fuscus,Blaberus fuscus,3.36,3286.08,FD,Incomplete
Blattodea,Blattidae,Periplaneta,americana,Periplaneta americana,3.41,3334.98,FCM,Incomplete
Orthoptera,Gryllotalpidae,Neoscapteriscus,borellii,Neoscapteriscus borellii,3.41,3334.98,FCM,Incomplete
Mantodea,Mantidae,Stegomantis,sp,Stegomantis sp,3.54,3461.51,,Incomplete
Hymenoptera,Apidae,Eufriesea,auripes,Eufriesea auripes,3.61,3529.6,,Complete
Archaeognatha,Machilidae,Machilis,tirolensis,Machilis tirolensis,3.62,3540.36,FCM,Incomplete
Coleoptera,Chrysomelidae,Chrysolina,carnifex,Chrysolina carnifex,3.69,3608.82,FD,Complete
Orthoptera,Eumasticidae,Warramaba,virgo,Warramaba virgo,3.75,3667.5,NS,Incomplete
Hemiptera,Cicadellidae,Graphocephala,hieroglypica,Graphocephala hieroglypica,3.83,3750.26,,Incomplete
Orthoptera,Acrididae,Melanoplus,differentialis,Melanoplus differentialis,3.84,3755.52,FD,Incomplete
Hymenoptera,Apidae,Euglossa,gaianii,Euglossa gaianii,3.85,3769.6,,Complete
Archaeognatha,Machilidae,Machilis,pallida,Machilis pallida,3.89,3804.42,FCM,Incomplete
Mantodea,Mantidae,Stagmomantis,carolina,Stagmomantis carolina,3.95,3863.1,FCM,Incomplete
Hymenoptera,Apidae,Euglossa,viridissima,Euglossa viridissima,3.96,3872,,Complete
Orthoptera,Eumasticidae,Warramaba,virgo,Warramaba virgo,4,3912,FD,Incomplete
Hemiptera,Cicadidae,Dieroprocta,azteca,Dieroprocta azteca,4.09,3997.8,,Incomplete
Hemiptera,Cicadidae,Okanagana,rimosa,Okanagana rimosa,4.2,4112.03,,Incomplete
Hemiptera,Tettigarctidae,Tettigarcta,sp,Tettigarcta sp,4.23,4136.48,,Incomplete
